Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
"Aise mahan purush ke samne sabhi bacche, budhe, aur jawanon mein apne desh ke liye josh bhar jata hai.","Aise mahan purush ke samne sabhi bacche, budhe, aur jawano mein apne desh ke liye josh bhar jaata hai.","Aise mahan purush ke samne sabhi bacche, budhe, aur jawano mein apne desh ke liye josh bhar jaata hai.","Aise mahan purush ke samne sabhi bacche, budhe, aur jawanon mein apne desh ke liye josh bhar jata hai.","Aise mahan purush ke samne sabhi bache, budhe, aur jawano mein apne desh ke liye josh bhar jaata hai."
Sir aap ka videos achcha lagta hai Allah aap asye kuch raky,Sir aapka videos accha lagta hai Allah aapko isliye kuch rakhe,"Sir, aapka videos accha lagta hai, Allah aapko isliye khush rakhein.","Sir, aapka video achha lagta hai, Allah aapko aise kuch rakhye.",Sir aapka videos acha lagta hai allah aapko isliye kush rakhe.
Bihariyo ke liye itna kaafi nhi hai usse jyda inko milna chahiye,"Bihariyon ke liye itna kaafi nahi hai, us se zyaada inko milna chahiye","Bihariyon ke liye itna kaafi nahi hai, usse jyaada inko milna chahiye.","Bihariyon ke liye itna kaafi nahi hai, usse zyada inko milna chahiye.",Bihariyon ke liye itna kaafi nahi hai us se zyaada inko milna chahiye.
"Sadhguru ji, hum aapko koti-koti naman karte hain. Aap se humko bahut gyan milta hai.","Sadhguru ji, hum aapko koti-koti naman karte hain. Aapse humein bahut gyan milta hai.","Sadhguru ji, hum aapko koti-koti naman karte hain. Aapse humein bahut gyan milta hai.","Sadhguru ji, hum aapko koti-koti naman karte hain. Aap se humko bahut gyan milta hai.","Sadhguru ji, hum aapko koti-koti naman karte hai aapse humein bahut gyan milta hai."
Congratulations honorable PM Shri Narendra Modi ji. Shri Ram kripa se 24.01.24 ko aur aaj 25.11.25 ke din Ram Dwaja rohan karke aapne Ram rin sampurna kiya. Jai Shri Ram!,Congratulations honourable PM Shri Narendra Modi ji. Shri Ram ki kripa se 24.01.24 ko aur aaj 25.11.25 ke din Ram Dwaja rohan karke aapne Ram rin sampurna kiya. Jai Shri Ram!,Congratulations honourable PM Shri Narendra Modi ji. Shri Ram ki kripa se 24.01.24 ko aur aaj 25.11.25 ke din Ram Dwaja rohan karke aapne Ram rin sampurna kiya. Jai Shri Ram!,"Congratulations, honorable PM Shri Narendra Modi ji. Shri Ram kripa se 24.01.24 ko aur aaj 25.11.25 ke din Ram Dwaja rohan karke aapne Ram rin sampurna kiya. Jai Shri Ram.",Congratulations honourable PM Shri Narendra Modi ji shri Ram ki kripa se 24.01.24 ko aur aaj 25.11.25 ke din Ram Dwaja rohan karke aapne Ram rin sampurna kiya. Jai Shri Ram.
"Aap mahan hain isliye aap, aap hain sir. Aapki jagah koi nahi le sakta. Congratulations!","Aap mahan hain, isliye aap sir hain. Aapki jagah koi nahi le sakta. Congratulations!","Aap mahan hain, isliye aap sir hain. Aapki jagah koi nahi le sakta. Congratulations!","Aap mahan hain, isliye aap aap hain, sir. Aapki jagah koi nahi le sakta. Congratulations.",Aap mahan hai isliye aap sir hai aapki jagah koi nahi le sakta Congratulations.
"Guru ji, pranam! Sadhanaywad, aapne bahut hi mahatvapurna jankari se avagat karaya hai. Aapko charansparsh.","Guru ji, pranam! Dhanyavaad, aapne bahut hi mahatvapurna jankari se avagat karaya hai. Aapko charan sparsh.","Guru ji, pranam! Dhanyavaad, aapne bahut hi mahatvapurna jankari se avagat karaya hai. Aapko charan sparsh.","Guru ji, pranam! Dhanyavaad, aapne bahut hi mahatvapurna jankari se avagat karaya hai. Aapko charan sparsh.","Guru ji, pranam dhanyavaad, aapne bahut hi mahatvapurna jankari se avagat karaya hai aapko charan sparsh."
"Namaskar, pranam! Didi, hum aapki bhavnaon ki zaroor qadra karenge. Aapki mehnat ka hum tehe-dil se shukriya karte hain. Hum bhi zaroor kuch na kuch madad karenge.","Namaskar, pranam! Didi, hum aapki bhavnaon ki qadar karenge. Aapki mehnat ka hum dil se shukriya karte hain. Hum bhi zaroor kuch na kuch madad karenge.","Namaskar, pranam! Didi, hum aapki bhavnaon ki qadar karenge. Aapki mehnat ka hum dil se shukriya karte hain. Hum bhi zaroor kuch na kuch madad karenge.","Namaskar, pranam! Didi, hum aapki bhavnaon ki qadar karenge. Aapki mehnat ka hum dil se shukriya karte hain. Hum bhi zaroor kuch na kuch madad karenge.","Namaskar, pranam didi, hum aapki bhavnaon ki qadar karenge aapki mehnat ka hum dil se shukriya karte hai hum bhi zaroor kuch na kuch madad karenge."
"Jai Mahakal! Ayansh zaroor thik hoga. Hamare sabhi deshwasi is muhim se judein, please.","Jai Mahakal! Ayansh zaroor thik hoga. Hamare sabhi deshwasi is muhim se juden, please.","Jai Mahakal! Ayansh zaroor thik hoga. Hamare sabhi deshwasi is muhim se juden, please.","Jai Mahakal! Ayansh zaroor thik hoga. Hamare sabhi deshwasi is muhim se juden, please.","Jai Mahakal Ayansh zaroor thik hoga hamare sabhi deshwasi is muhim se juden, please."
Yeh parivartan aapkey sahas and implementation sey bhi possible hua hain. We are extremely proud of our loving PM Shri Narendra Modi Ji,Yeh parivartan aapke sahas aur implementation se bhi possible hua hai. We are extremely proud of our loving PM Shri Narendra Modi Ji.,Yeh parivartan aapke sahas aur implementation se bhi possible hua hai. We are extremely proud of our loving PM Shri Narendra Modi Ji.,Yeh parivartan aapke sahas aur implementation se bhi possible hua hai we are extremely proud of our loving PM shri Narendra Modi Ji.,Yeh parivartan aapke sahas aur implementation se bhi possible hua hai. We are extremely proud of our loving PM Shri Narendra Modi Ji.
"Yes, Modi ji, hum garv se keh sakte hain ki hamare desh ki Army real hero hai. Jai Hind!","Yes, Modi ji, hum garv se ke sakte hain ki hamare desh ki Army real hero hai. Jai Hind!","Yes, Modi ji, hum garv se ke sakte hain ki hamare desh ki army real hero hai. Jai Hind!","Yes, Modi ji, hum garv se keh sakte hain ki hamare desh ki Army real hero hai. Jai Hind.","Yes, Modi ji, hum gurav se ke sakte hai ki hamare desh ki Army real hero hai Jai Hind."
"Bahut bahut sundar prastuti di hai manniya Pradhan Mantri Modi ji aapne. Jai ho, Jai Hind, Jai Bharat.","Bahut bahut sundar prastuti di hai, mannaniya Pradhan Mantri Modi ji aapne. Jai ho, Jai Hind, Jai Bharat.","Bahut bahut sundar prastuti di hai, mannaniya pradhan mantri Modi ji aapne. Jai ho, Jai Hind, Jai Bharat.","Bahut sundar prastuti di hai, manniya Pradhan Mantri Modi ji aapne. Jai ho, Jai Hind, Jai Bharat.","Bahut bahut sundar prastuti di hai, mannaniya Pradhan Mantri Modi ji aapne jai ho, Jai Hind, Jai Bharat."
Aapko card Ravi bnega jab aap khud kuch khareedo wo bhi 40% jma krke uske baad ye no cost deta hai,Aapko card Ravi banega jab aap khud kuch kharido wo bhi 40% jama karke uske baad ye no cost deta hai.,Aapko card Ravi banayega jab aap khud kuch kharido woh bhi 40% jama karke uske baad yeh no cost deta hai.,Aapko card Ravi banega jab aap khud kuch kharido wo bhi 40% jama karke uske baad ye no cost deta hai.,"Aapko card Ravi banega jab aap khud kuch khareedo, wo bhi 40% jama karke. Uske baad ye no-cost deta hai."
Selute hai sir. Aap jaise teachers ko Thank you so much sir.,Salute hai sir. Aap jaise teachers ko Thank you so much sir.,Salute hai sir. Aap jaise teachers ko thank you so much sir.,"Salute hai sir, Aap jaise teachers ko thank you so much sir.",Salute hai sir aap jaise teachers ko thank you so much sir.
60lakh per annual leti h ghr free sari subhidayien free no tax or kya chahiye,"60 lakh per annum lete hain, ghar free, sari suvidhaen free, no tax, or kya chahiye","60 Lakh per annum lete hain, ghar free, saari suvidhayen free, no tax, aur kya chahiye.","60 lakh per annum lete hai ghar free sari suvidhaen free, no tax, or kya chahiye.","60 lakh per annum leti hai ghar free, sari suvidhayein free, no tax. Or kya chahiye?"
"Ye Boy Friend rakhnewali hai,isko apne hi duniya ka knowledge hoga, Bageshwar Baba 100% sahi hai","Ye boyfriend rakhne wali hai, isko apni hi duniya ka knowledge hoga, Bageshwar Baba 100% sahi hai","Yeh boyfriend rakhne wali hai, isko apni hi duniya ka knowledge hoga, Bageshwar baba 100% sahi hai.",Ye boyfriend rakhne wali hai isko apni hi duniya ka knowledge hoga Bageshwar baba 100% sahi hai.,"Ye boyfriend rakhnewali hai, isko apne hi duniya ka knowledge hoga. Bageshwar Baba 100% sahi hai."
I pray to almighty give you long and healthy life. May you always be there for my nation. Modi ji hain to Mera desh hamesha age badhega.. God bless him..,I pray to Almighty to give you a long and healthy life. May you always be there for my nation. Modi ji hain to mera desh hamesha aage badhega. God bless him.,I pray to Almighty to give you a long and healthy life. May you always be there for my nation. Modi ji hain toh mera desh hamesha aage badhega. God bless him.,I pray to Almighty to give you a long and healthy life may you always be there for my nation Modi ji hai to mera desh hamesha aage badhega god bless him.,I pray to the almighty to give you a long and healthy life. May you always be there for my nation. Modi ji hain to Mera desh hamesha age badhega. God bless him.
"Aise Pradhan Sevak ko koti-koti naman hai, jinhone un vargon ke liye kaam kiya jinhe samaj hamesha heen varg maankar unki ore dekhta tak nahi hai. Bhagwan unhe meri bhi umra laga de.","Aise Pradhan Sevak ko koti-koti naman hai, jinhone un vargon ke liye kaam kiya jinhe samaj hamesha heen varg maankar unki ore dekhta bhi nahi hai. Bhagwan unhe meri bhi umar laga de.","Aise pradhan sevak ko koti-koti naman hai, jinhone un vargon ke liye kaam kiya jinhe samaj hamesha heen varg maankar unki ore dekhta bhi nahi hai. Bhagwan unhe meri bhi umar laga de.","Aise Pradhan Sevak ko koti-koti naman hai, jinhone un vargon ke liye kaam kiya jinhe samaj hamesha heen varg maankar unki or dekhta tak nahi hai. Bhagwan unhe meri bhi umra laga de.",Aise Pradhan Sevak ko koti-koti naman hai jinhone un vargon ke liye kaam kiya jinhe samaj hamesha heen varg maankar unki ore dekhta bhi nahi hai. Bhagwan unhe meri bhi umar laga de.
"Modi ji, main aapko pranaam karta hoon. Hum bahut khushnaseeb hain ki humein aap jaisa Pradhan Mantri mila hai. Jai Shri Ram!","Modi ji, main aapko pranaam karta hoon. Hum bahut khushnaseeb hain ki humein aap jaisa Pradhan Mantri mila hai. Jai Shri Ram!","Modi ji, main aapko pranaam karta hoon. Hum bahut khushnaseeb hain ki humein aap jaisa pradhan mantri mila hai. Jai Shri Ram!","Modi ji, main aapko pranaam karta hoon. Hum bahut khushnaseeb hain ki humein aap jaisa Pradhan Mantri mila hai. Jai Shri Ram.","Modi ji, main aapko pranaam karta hu hum bahut khushnaseeb hai ki humein aap jaisa Pradhan Mantri mila hai Jai Shri Ram."
"Indian Idol me gana gao bhai, selection ho jayega. Bahut khoob, Pallavi Didi ko Jai Shree Ram.","Indian Idol mein gana gaao bhai, selection ho jayega. Bahut khoob, Pallavi Didi ko Jai Shree Ram.","Indian Idol mein gana gaao bhai, selection ho jayega. Bahut khoob, Pallavi didi ko Jai Shree Ram.","Indian Idol me gana gao bhai, selection ho jayega. Bahut khoob, Pallavi Didi ko Jai Shree Ram.","Indian Idol mein gana gaao bhai, selection ho jayega bahut khoob, Pallavi didi ko Jai Shree Ram."
"Ye sab ek dusre ke dekh-dekh apna new-new tareeka apna rahe hain, famous hone ke liye.","Ye sab ek dusre ke dekh-dekh apna naya-naya tareeka rakh rahe hain, famous hone ke liye.","Yeh sab ek dusre ke dekh-dekh apna naya-naya tareeka rakh rahe hain, famous hone ke liye.","Ye sab ek dusre ke dekh-dekh apna naya-naya tareeka apna rahe hain, famous hone ke liye.","Ye sab ek dusre ke dekh dekh apna naya naya tareeka rakh rahe hai, famous hone ke liye."
"Sir, aapse bahut kuch seekhne ko milta hai. Aapka har ek video bahut kuch sikhata hai, aur main aapki har baat copy karti hoon. Thank you so much. Love you, sir.","Sir, aapse bahut kuch seekhne ko milta hai. Aapka har ek video bahut kuch sikhata hai, aur main aapki har baat copy karti hoon. Thank you so much. Love you, Sir.","Sir, aapse bahut kuch seekhne ko milta hai. Aapka har ek video bahut kuch sikhata hai, aur main aapki har baat copy karti hoon. Thank you so much. Love you, Sir.","Sir, aapse bahut kuch seekhne ko milta hai. Aapka har ek video bahut kuch sikhata hai, aur main aapki har baat copy karti hoon. Thank you so much. Love you, sir.","Sir, aapse bahut kuch sikhne ko milta hai aapka har ek video bahut kuch sikhata hai, aur main aapki har baat copy karti hu thank you so much love you, sir."
"Aapki talking style ko aur thoda soft kijiye, hume samajhne mein aur bhi aasaan lage. Super bro.","Aapki talking style ko aur thoda soft kijiye, humein samajhne mein aur bhi aasaan lage. Super bro.","Aapki talking style ko aur thoda soft kijiye, humein samajhne mein aur bhi aasaan lage. Super bro.","Aapki talking style ko aur thoda soft kijiye, hume samajhne mein aur bhi aasan lage. Super bro.","Aapki talking style ko aur thoda soft kijiye, humein samajhne mein aur bhi aasaan lage super bro."
Corn flour corn starch nd ararot me kya farq h me confuse h in sbme please bataye,"Corn flour, corn starch, and arrowroot mein kya farq hai? Main confused hoon, in sabmein please bataye.","Corn flour, corn starch, and arrowroot mein kya farq hai? Main confused hoon, in sabmein please bataye.","Corn flour, corn starch, and arrowroot mein kya farq hai? Main confuse hoon in sab mein, please batayein.","Corn flour, corn starch, and arrowroot mein kya farq hai? Main confused hu in sab mein please bataye."
PM Modi Ji Ke Netrut Me Viksit Maharashtra Viksit Bharat Ka Nirman Huwa Hai Jai Hind,PM Modi Ji Ke Netrutv Me Viksit Maharashtra Viksit Bharat Ka Nirman Hua Hai. Jai Hind,PM Modi ji ke netrutva mein viksit Maharashtra viksit Bharat ka nirman hua hai. Jai Hind.,PM Modi Ji ke netrutv me viksit maharashtra viksit bharat ka nirman hua hai Jai hind.,"PM Modi ji ke netrut me viksit Maharashtra, viksit Bharat ka nirman hua hai. Jai Hind."
Love your family only.. And Your Karam… Ku ki mujhe kisi ke jhuthe pyaar se pyaar nahi.. Allah pak,Love your family only. And your karma... kyunki mujhe kisi ke jhuthe pyaar se pyaar nahi. Allah Pak,Love your family only. And your karma kyunki mujhe kisi ke jhuthe pyaar se pyaar nahi. Allah Pak.,Love your family only and your karma kyunki mujhe kisi ke jhuthe pyaar se pyaar nahi allah pak.,Love your family only. And your karam. Kyu ki mujhe kisi ke jhuthe pyaar se pyaar nahi. Allah pak.
Padhate hai ya uljul itihas padhate hai. Kuch bhi kahi bhi jor diye.,Padhate hain ya uljhul itihas padhate hain. Kuch bhi kahin bhi zor diye.,Padhate hain ya uljhul itihas padhate hain. Kuch bhi kahin bhi zor diye.,"Padhate hai ya uljhe hue itihas padhate hai, kuch bhi kahi bhi jor diye.",Padhate hai ya uljhul itihas padhate hai kuch bhi kahi bhi zor diye.
Aapki 1st line sunte hi face pr ek smile agai aapki ye line utni hi pyari thi jitna ki aapki saari recipes hoti h.,"Aapki pehli line sunte hi face par ek smile aayi, aapki ye line utni hi pyari thi jitni aapki saari recipes hain.","Aapki pehli line sunte hi face par ek smile aayi, aapki yeh line utni hi pyari thi jitni aapki saari recipes hain.",Aapki 1st line sunte hi face par ek smile aayi. Aapki ye line utni hi pyari thi jitni ki aapki saari recipes hoti hain.,Aapki pehli line sunte hi face par ek smile aayi aapki ye line utni hi pyari thi jitni aapki saari recipes hain.
Indian ka score 67 and ranking hai 99 2024 me 109,Indian ka score 67 hai and ranking 99 2024 me 109,Indian ka score 67 hai and ranking 99 2024 me 109.,Indian ka score 67 aur ranking hai 99. 2024 me 109.,Indian ka score 67 hai and ranking 99 2024 me 109.
Raat ka 3:50 ho raha tha.. socha French Fries bana ke khata hun.. lekin aab recipe dekh ke ja raha hun sone.,Raat ko 3:50 ho raha tha. Socha French Fries bana ke khata hoon. Lekin ab recipe dekh kar ja raha hoon sone.,"Raat ko 3:50 ho raha tha. socha french fries bana ke khata hoon, lekin ab recipe dekh kar ja raha hoon sone.","Raat ka 3:50 ho raha tha. Socha French Fries bana ke khata hun, lekin ab recipe dekh ke ja raha hun sone.",Raat ko 3:50 ho raha tha. Socha French Fries bana ke khata hun lekin ab recipe dekh kar ja raha hun sone.
Ladhak ke logo ke liye Jo sahi ho..6th schedule lagu ho,"Ladakh ke logon ke liye jo sahi ho, 6th schedule lagu ho.","Ladakh ke logon ke liye jo sahi ho, 6th schedule lagu ho.",Ladakh ke logo ke liye jo sahi ho. 6th schedule lagu ho.,Ladakh ke logon ke liye jo sahi ho 6th schedule lagu ho.
Sir first time mere sath aise hi hua tha. Lekin ab me ye galti kabhi nahi karunga . Thank you sir,"Sir, first time mere saath aise hi hua tha. Lekin ab main ye galti kabhi nahi karunga. Thank you, Sir","Sir, first time mere saath aise hi hua tha. Lekin ab main yeh galti kabhi nahi karunga. Thank you, sir.","Sir, first time mere saath aise hi hua tha. Lekin ab main ye galti kabhi nahi karunga. Thank you, sir.",Sir first time mere sath aise hi hua tha lekin ab main ye galti kabhi nahi karunga thank you sir.
may biginar hu aapne bahut acchi jankari di hai thank you sir,main beginner hoon aapne bahut acchi jankari di hai thank you sir,Mai beginner hoon aapne bahut acchi jaankari di hai thank you sir.,"Main beginner hoon, aapne bahut acchi jaankari di hai. Thank you, sir.",main beginner hoon aapne bahut achi jankari di hai thank you sir.
Very good! Mane Direct selling company lounch kiyaa hai! plan ka video banaya hai,Very good! Maine Direct selling company launch kiya hai! Plan ka video banaya hai.,Very good! Maine direct selling company launch kiya hai! Plan ka video banaya hai.,Very good! Maine direct selling company launch kiya hai. Plan ka video banaya hai.,Very good maine direct selling company launch kiya hai plan ka video banaya hai.
Sir youtube pr video koi dek ta nhi hai hume ap ki help chaiye ap ne 2 Sal me itne pollow bar kese kiye video dalo,"Sir, YouTube par video koi dekhta nahi hai, humein aapki help chahiye. Aapne 2 saal mein itne follow baar kaise kiye, video daalo.","Sir, YouTube par video koi dekhta nahi hai, humein aapki help chahiye. Aapne 2 saal mein itne follow baar kaise kiye, video daalo.","Sir, youtube par video koi dekhta nahi hai hume aapki help chahiye aapne 2 saal mein itne follow baar kaise kiye video daalo.","Sir, YouTube par video koi dekta nahi hai. Hume aap ki help chahiye. Aap ne 2 saal me itne followers bar kaise kiye? Video dalo."
"मूर्ख इंसान जेसे share,mutual fund और forex currency में पेसे लगाये जाते है वेसे ही crypto में भी लगते है क्या इन्होने पेसे खाने की आदत से मजबूर लोग ऐसा बोलते है .............","मूर्ख इंसान जैसे shares, mutual funds और forex currency में पैसे लगाए जाते हैं, वैसे ही crypto में भी लगाए जाते हैं। क्या इन लोगों ने पैसे खाने की आदत से मजबूर होकर ऐसा कहा है........","मूर्ख इंसान जैसे shares, mutual funds और forex currency में पैसे लगाए जाते हैं, वैसे ही crypto में भी लगाए जाते हैं। क्या इन लोगों ने पैसे खाने की आदत से मजबूर होकर ऐसा कहा है।","मूर्ख, इंसान, जेसे share, mutual fund और, forex currency में, पेसे, लगाये, जाते, है, वेसे, ही, crypto में, भी, लगते, है, क्या, इन्होने, पेसे, खाने, की, आदत, से, मजबूर, लोग, ऐसा, बोलते, है.",मूर्ख इंसान जैसे shares mutual funds और forex currency में पैसे लगाए जाते हैं वैसे ही crypto में भी लगाए जाते हैं क्या इन लोगों ने पैसे खाने की आदत से मजबूर होकर ऐसा बोलते है.
Aapko bhi aadarniy Pradhanmantri ji naye karyalay ki bahut bahut shubhkamnaen Janata ko aapane nai saugat Di Hai great PM Happy Birthday Modi ji,Aapko bhi aadarniya Pradhanmantri ji naye karyalay ki bahut bahut shubhkamnaayein Janata ko aapane nayi saugat di hai great PM Happy Birthday Modi ji.,"Aapko bhi aadarniy Pradhanmantri Ji naye karyalay ki bahut bahut shubhkamnaen. Janata ko aapne nayi saugat di hai. Great PM, Happy Birthday Modi Ji.",Aapko bhi aadarniya pradhanmantri ji naye karyalay ki bahut bahut shubhkamnaayein Janata ko aapane nayi saugat di hai great PM happy birthday Modi ji.,"Aapko bhi aadarniya Pradhanmantri ji, naye karyalay ki bahut bahut shubhkamnayein. Janata ko aapne nai saugat di hai. Great PM. Happy Birthday Modi ji."
"Aise udgar sirf ek rashtrapremi, sachche rastrabhakta ke mukh se hi sambhav hai. Har Har Bhole.","Aise udgaar sirf ek rashtrapremi, sachche rastrabhakta ke mukh se hi sambhav hai. Har Har Bhole.","Aise udgaar sirf ek rashtrapremi, sachche rastrabhakta ke mukh se hi sambhav hai. Har Har Bhole.","Aise uddhar sirf ek rashtrapremi, sachche rashtrabhakta ke mukh se hi sambhav hai. Har Har Bhole.","Aise udgaar sirf ek rashtrapremi, sachhe rastrabhakta ke mukh se hi sambhav hai. Har Har Bhole."
Sir me +2 art Kiya ho or me computer hardware repairing sikhna chahata hun praticali Sikh sakta hun sir,"Sir, main +2 arts kiya hoon aur main computer hardware repairing sikhna chahta hoon, practically sikh sakta hoon, Sir.",Sir mein +2 art kiya hoon aur mein computer hardware repairing sikhna chahta hoon practically seekh sakta hoon sir.,"Sir, main +2 arts kiya hun aur main computer hardware repairing sikhna chahta hu practically sikh sakta hu sir.","Sir, main +2 arts kiya ho aur main computer hardware repairing seekhna chahta hun. Practical seekh sakta hun sir."
Sir ji se nivedan h ki bhupesh ki koi bhi glti ko maf mat karne.. Please sir ji,Sir ji se nivedan hai ki bhupesh ki koi bhi galti ko maaf mat karna. Please sir ji,Sir ji se nivedan hai ki bhupesh ki koi bhi galti ko maaf mat karna. Please sir ji.,Sir ji se nivedan hai ki bhupesh ki koi bhi galti ko maaf mat karna please sir ji,Sir ji se nivedan hai ki Bhupesh ki koi bhi galti ko maaf mat kare. Please sir ji.
Dislike wale Congress ka hai..desh virodi..Bina Jane kuch bhi Bolta hai jaisi in case of farmer bill..,Dislike wale Congress ka hai. desh virodhi. Bina jaane kuch bhi bolta hai jaise in case of farmer bill.,"Dislike waale Congress ke hain, desh virodi. Bina jaane kuch bhi bolte hain jaisa in case of farmer bill.",Dislike wale congress ka hai desh virodhi bina jaane kuch bhi bolta hai jaise in case of farmer bill.,"Dislike wale Congress ka hai. Desh virodi. Bina jane kuch bhi bolta hai, jaisi in case of farmer bill."
Aapne 11 sal me kya kiya fir? Soyabeen 3500₹. aapne nagdi fasal ka circular economy banaya nhi kya?,Aapne 11 saal mein kya kiya phir? Soyabean 3500₹. Aapne nagdi fasal ka circular economy banaya nahi kya?,Aapne 11 saal mein kya kiya phir? Soyabean ₹3500. Aapne nagdi fasal ka circular economy banaya nahi kya?,Aapne 11 saal mein kya kiya phir soyabean 3500₹ aapne nagdi fasal ka circular economy banaya nahi kya?,Aapne 11 saal me kya kiya fir? Soyabeen 3500₹. Aapne nagdi fasal ka circular economy banaya nahi kya?
Good information Kisi ko kuch nahi mila Paisa gaya kider,Good information Kisi ko kuch nahi mila Paisa gaya kidhar,Good information kisi ko kuch nahi mila paisa gaya kidhar.,"Good information. Kisi ko kuch nahi mila, paisa gaya kider.",Good information kisi ko kuch nahi mila paisa gaya kidhar.
aur ye debt kaun bhadega ase me to hum kangal ho jayenge,aur ye debt kaun bharega aise mein to hum kangal ho jayenge,Aur yeh debt kaun bharega aise mein toh hum kangal ho jayenge.,"Aur ye debt kaun bharega, aise me to hum kangal ho jayenge.",Aur ye debt kaun bharega aise me to hum kangal ho jayenge.
"Anyone notice, jab Modi ji Hardik badhai deta hai, kehte, bakt eye contact sidha tha, aisa lag raha tha ki warning hai.","Anyone notice, jab Modi ji Hardik ko badhai deta hai, kehte hain, bad eye contact seedha tha, aisa lag raha tha ki warning hai.","Anyone notice, jab Modi ji Hardik ko badhai deta hai, kehte hain, bad eye contact seedha tha, aisa lag raha tha ki warning hai.","Anyone notice, jab Modi ji Hardik ko badhai deta hai, kehte hain, bad eye contact seedha tha, aisa lag raha tha ki warning hai.","Anyone notice, jab Modi ji Hardik ko badhai deta hai, kehte hai bad eye contact sidha tha, aisa lag raha tha ki warning hai."
"Jai Shri Ram, Bharat Mata ki Jai! Jai Shri Narendra Damodara Das Modi ji ki Jai! Modi ji hai, do sab mumkin hai, Guru.","Jai Shri Ram, Bharat Mata ki Jai! Jai Shri Narendra Damodara Das Modi ji ki Jai! Modi ji hai, sab kuchh mumkin hai, Guru.","Jai Shri Ram, Bharat Mata ki Jai! Jai Shri Narendra Damodara Das Modi ji ki Jai! Modi ji hai, sab kuchh mumkin hai, Guru.","Jai Shri Ram, Bharat Mata ki Jai. Jai Shri Narendra Damodara Das Modi ji ki Jai. Modi ji hai, to sab mumkin hai, Guru.","Jai Shri Ram, Bharat Mata ki Jai Jai Shri Narendra Damodara Das Modi ji ki Jai! Modi ji hai, sab kuch mumkin hai, Guru."
"In andh baghto ko ye pata hi nahi hai, Sikh ek shaar hai. Waheguru Ji.","In andh baghto ko ye pata hi nahi hai, Sikh ek shaar hai. Waheguru Ji.","In andh bagto ko yeh pata hi nahi hai, Sikh ek shaar hai. Waheguru Ji.","In andh baghto ko ye pata hi nahi hai, Sikh ek shaar hai. Waheguru Ji.","In andh baghto ko ye pata hi nahi hai, sikh ek shaar hai. Waheguru Ji."
"Ye to wahi hai, jiski video viral hui thi – oh ho, Natraj ki pencil.","Ye to wahi hai, jiski video viral hui thi – oh ho, Natraj ki pencil.","Yeh toh wahi hai, jiski video viral hui thi – oh ho, Natraj ki pencil.","Ye to wahi hai, jiski video viral hui thi - oh ho, Nataraj ki pencil.","Ye to wahi hai, jiski video viral hui thi oh ho, natraj ki pencil."
Modi ji meeting baad mai bhi hojaegi aap please thoda gale ko rest doo 1 duo din mai theek ho jaega Love you,Modi ji meeting ke baad mein bhi ho jayegi aap please thoda gale ko rest do 1-2 din mein theek ho jayega Love you,"Modi Ji meeting baad mein bhi ho jayegi, aap please thoda gale ko rest do. Ek do din mein theek ho jayega. Love you.",Modi ji meeting ke baad mein bhi ho jayegi aap please thoda gale ko rest do 1-2 din mein thik ho jayega love you.,Modi ji meeting baad mai bhi ho jaegi aap. Please thoda gale ko rest do. 1 ya 2 din mai theek ho jaega. Love you.
20 lakh crore kha gye 15 lakh kha gye 2 crore jobs kha gyi 70 saal me esa pm nhi dekha jisne desh ko bech diya ho,20 lakh crore kha gaye 15 lakh kha gaye 2 crore jobs kha gayi 70 saal mein aisa PM nahi dekha jisne desh ko bech diya ho,"20 lakh crore kha gaye, 15 lakh kha gaye, 2 crore jobs kha gaye. 70 saal mein aisa PM nahi dekha jisne desh ko bech diya ho.",20 lakh crore kha gaye 15 lakh kha gaye 2 crore jobs kha gayi 70 saal mein aisa PM nahi dekha jisne desh ko bech diya ho.,"20 lakh crore kha gaye, 15 lakh kha gaye, 2 crore jobs kha gayi. 70 saal me aisa PM nahi dekha jisne desh ko bech diya ho."
Ary content क्या है बोल क्या रा है... Dang का कुछ बता style ना मार,"Any content क्या है? बोलो क्या रहा है... Dang का कुछ बता, style ना मार","Any content क्या है? बोलो क्या रहा है Dang का कुछ बता, style ना मार।",Ary content क्या है बोल क्या रा है... Dang का कुछ बता style ना मार.,Any content क्या है बोलो क्या रहा है dang का कुछ बता style ना मार.
"Kis kis ko lagta hai Rahul Gandhi ko PM dekhna chahta ho, jarur like karega.","Kis ko lagta hai Rahul Gandhi ko PM dekhna chahta hai, zaroor like karega.","Kis ko lagta hai Rahul Gandhi ko PM dekhna chahta hai, zaroor like karega.","Kis kis ko lagta hai Rahul Gandhi ko PM dekhna chahta ho, jarur like karega.","Kis ko lagta hai Rahul Gandhi ko PM dekhna chahta hai, zarur like karega."
"Modi ji aap technology and science par dhyan dein, Made in India brand ko promote karein.","Modi ji aap technology and science par dhyan den, Made in India brand ko promote karein.","Modi ji aap technology and science par dhyan den, Made in India brand ko promote karein.","Modi ji, aap technology and science par dhyan dein, Made in India brand ko promote karein.",Modi ji aap technology and science par dhyan de Made in India brand ko promote kare.
